,File Name,Fashion Sentence,adjectives,nouns,noun_adj_map,suprisal
460,00000037.txt,"he intended to intimate that he had come
back to baden with his mind made up to relinquish his suit,
and that he had questioned bernard simply from moral curiosity--
for the sake of intellectual satisfaction.  ","['moral', 'intellectual']","['mind', 'suit', 'bernard', 'curiosity--', 'sake', 'satisfaction']","[{'curiosity--': ['moral'], 'satisfaction': ['intellectual']}, {'curiosity--': ['moral'], 'satisfaction': ['intellectual']}]",7.942597716569505
461,00000037.txt,"""they follow each other very fast!""

blanche kept her hand behind her head, which was bent slightly forward;
her bare arm emerged from her hanging sleeve, and, with her eyes glancing
upward from under her lowered brows, she smiled at her two spectators.
","['other', 'bent', 'bare']","['blanche', 'hand', 'head', 'arm', 'hanging', 'sleeve', 'eyes', 'brows', 'spectators']","[{'arm': ['bare'], 'sleeve': ['hanging'], 'brows': ['lowered']}, {'arm': ['bare'], 'sleeve': ['hanging'], 'brows': ['lowered']}, {'arm': ['bare'], 'sleeve': ['hanging'], 'brows': ['lowered']}]",6.598787196481829
462,00000037.txt,"i got a horrid little stain in the middle of my dress that one
of the young men--the young savants--was so good as to drop there.
","['horrid', 'little', 'young', 'young', 'good']","['stain', 'middle', 'dress', 'men', 'savants']","[{'stain': ['horrid', 'little'], 'men': ['young'], 'savants': ['young']}, {'stain': ['horrid', 'little'], 'men': ['young'], 'savants': ['young']}, {'stain': ['horrid', 'little'], 'men': ['young'], 'savants': ['young']}]",6.538414406722948
463,00000037.txt,"she was sitting in the vague glow of the fire-light, in a wonderful
blue dress, with two little blue feet crossed on the rug and pointed at
the hearth.  ","['vague', 'wonderful', 'blue', 'little', 'blue']","['glow', 'fire', 'light', 'dress', 'feet', 'rug', 'hearth']","[{'glow': ['vague'], 'dress': ['wonderful', 'blue'], 'feet': ['little', 'blue']}, {'glow': ['vague'], 'dress': ['wonderful', 'blue'], 'feet': ['little', 'blue']}, {'glow': ['vague'], 'dress': ['wonderful', 'blue'], 'feet': ['little', 'blue']}]",6.653642094870427
464,00000037.txt,"when he had dressed himself again, bernard stretched himself
on the beach, feeling happier than he had done in a long time,
and pulled his hat over his eyes.  ","['happier', 'long']","['bernard', 'beach', 'time', 'hat', 'eyes']",[{'time': ['long']}],6.1069904235887655
465,00000037.txt,"he waked up to find himself looking into the crown of his hat,
which had been resting on the bridge of his nose.
",[],"['crown', 'hat', 'bridge', 'nose']",[],5.203805646387036
466,00000037.txt,"he was so near her
that he could have touched her dress with the point of his umbrella.
",[],"['dress', 'point', 'umbrella']",[],6.178458158120107
467,00000037.txt,"his hostess came rustling in at last; she seemed agitated;
she knocked over with the skirt of her dress a little gilded
chair which was reflected in the polished parquet as in a sheet
of looking-glass.","['agitated', 'little', 'polished']","['hostess', 'skirt', 'dress', 'chair', 'parquet', 'sheet', 'glass']","[{'chair': ['little', 'gilded'], 'parquet': ['polished'], 'glass': ['looking']}, {'chair': ['little', 'gilded'], 'parquet': ['polished'], 'glass': ['looking']}, {'chair': ['little', 'gilded'], 'parquet': ['polished'], 'glass': ['looking']}]",7.116020891368105
468,00000037.txt,"""by leaving me alone.""

bernard looked at her a moment, then came straight back into the drawing-room
and took his hat.

",[],"['bernard', 'moment', 'drawing', 'room', 'hat']",[],6.292657390015426
469,00000037.txt,"she always comes in after every
one is there--looking so devilish pretty, pulling on her gloves.
",['devilish'],"['one', 'gloves']",[],8.218590659159917
470,00000037.txt,she wears the longest gloves i ever saw in my life.  ,['longest'],"['gloves', 'life']",[{'gloves': ['longest']}],6.458604825694157
471,00000037.txt,"they were turned toward our two friends, and when bernard distinguished them,
in the well-dressed multitude, they were looking straight at gordon wright.

",[],"['friends', 'bernard', 'multitude', 'wright']",[{'multitude': ['dressed']}],7.086518299508495
472,00000037.txt,"""

gordon took up his hat and stick; he saw that bernard did not do the same.

",['same'],"['hat', 'stick', 'bernard']",[],6.323229026032799
473,00000037.txt,"but she is greatly interested in certain shops that she
is buying out, and especially in her visits to her tailor.
","['interested', 'certain']","['shops', 'visits', 'tailor']",[{'shops': ['certain']}],7.049348721073422
474,00000037.txt,"the captain's eyes, it is true, were fixed upon the scene;
his head was bent a little, his magnificent beard rippled over
the expanse of his shirt-front.","['true', 'bent', 'little', 'magnificent']","['captain', 'eyes', 'scene', 'head', 'beard', 'expanse', 'shirt', 'front']",[{'beard': ['magnificent']}],6.176765848835617
475,00000037.txt,"""
and gordon took up his hat.  ",[],['hat'],[],8.620270586792678
476,00000037.txt,"if, however, gordon was not able
to be present, he, in conjunction with his wife, bought for angela,
as a bridal gift, a necklace of the most beautiful pearls the rue de
la paix could furnish; and on his arrival at cairo, while he waited
for his dragoman to give the signal for starting, he found time,
in spite of the exactions of that large correspondence which has
been more than once mentioned in the course of our narrative,
to write bernard the longest letter he had ever addressed to him.
","['able', 'present', 'beautiful', 'la', 'large', 'more', 'longest']","['conjunction', 'wife', 'bridal', 'gift', 'necklace', 'pearls', 'de', 'paix', 'arrival', 'dragoman', 'signal', 'time', 'spite', 'exactions', 'correspondence', 'course', 'narrative', 'bernard', 'letter']","[{'pearls': ['beautiful'], 'correspondence': ['large'], 'letter': ['longest']}, {'pearls': ['beautiful'], 'correspondence': ['large'], 'letter': ['longest']}, {'pearls': ['beautiful'], 'correspondence': ['large'], 'letter': ['longest']}]",6.129469243987137
477,00000038.txt,"she is very pretty, and always wears a
black dress, with the most beautiful fit; she speaks a little
english; she tells me she had to learn it in order to converse with
the americans who come in such numbers to this hotel.  ","['pretty', 'black', 'beautiful', 'little', 'such']","['dress', 'fit', 'order', 'numbers', 'hotel']","[{'dress': ['black'], 'fit': ['beautiful'], 'numbers': ['such']}, {'dress': ['black'], 'fit': ['beautiful'], 'numbers': ['such']}, {'dress': ['black'], 'fit': ['beautiful'], 'numbers': ['such']}]",5.857737343554503
478,00000038.txt,"she is what
they call here a belle femme, which means that she is a tall, ugly
woman, with style.  ","['tall', 'ugly']","['femme', 'woman', 'style']","[{'woman': ['tall', 'ugly']}]",6.71432032581724
479,00000038.txt,"she has a sweet gainsborough head,
and a great gainsborough hat, with a mighty plume in front of it,
which makes a shadow over her quiet english eyes.  ","['sweet', 'great', 'mighty', 'quiet', 'english']","['gainsborough', 'head', 'gainsborough', 'hat', 'plume', 'front', 'shadow', 'eyes']","[{'head': ['sweet'], 'hat': ['great'], 'plume': ['mighty'], 'eyes': ['quiet', 'english']}, {'head': ['sweet'], 'hat': ['great'], 'plume': ['mighty'], 'eyes': ['quiet', 'english']}, {'head': ['sweet'], 'hat': ['great'], 'plume': ['mighty'], 'eyes': ['quiet', 'english']}, {'head': ['sweet'], 'hat': ['great'], 'plume': ['mighty'], 'eyes': ['quiet', 'english']}]",7.069847677195062
480,00000038.txt,"this gracious english maiden, with her clinging robes, her amulets
and girdles, with something quaint and angular in her step, her
carriage something mediaeval and gothic, in the details of her person
and dress, this lovely evelyn vane (isn't it a beautiful name?) is
deeply, delightfully picturesque.  ","['gracious', 'english', 'angular', 'mediaeval', 'lovely', 'beautiful', 'picturesque']","['maiden', 'robes', 'amulets', 'girdles', 'quaint', 'step', 'details', 'person', 'dress', 'evelyn', 'vane', 'name']","[{'maiden': ['gracious', 'english'], 'robes': ['clinging'], 'vane': ['lovely'], 'name': ['beautiful']}, {'maiden': ['gracious', 'english'], 'robes': ['clinging'], 'vane': ['lovely'], 'name': ['beautiful']}, {'maiden': ['gracious', 'english'], 'robes': ['clinging'], 'vane': ['lovely'], 'name': ['beautiful']}, {'maiden': ['gracious', 'english'], 'robes': ['clinging'], 'vane': ['lovely'], 'name': ['beautiful']}]",6.470596831973519
481,00000038.txt,"then the violet eye--the very eye itself seems to blush;
the great shadowy hat, making the brow so quiet; the strange,
clinging, clutching, pictured raiment!  ","['very', 'great', 'shadowy', 'quiet', 'strange']","['violet', 'eye', 'eye', 'hat', 'brow', 'clinging', 'raiment']","[{'eye': ['very'], 'hat': ['great', 'shadowy'], 'clinging': ['strange'], 'raiment': ['pictured']}, {'eye': ['very'], 'hat': ['great', 'shadowy'], 'clinging': ['strange'], 'raiment': ['pictured']}, {'eye': ['very'], 'hat': ['great', 'shadowy'], 'clinging': ['strange'], 'raiment': ['pictured']}, {'eye': ['very'], 'hat': ['great', 'shadowy'], 'clinging': ['strange'], 'raiment': ['pictured']}]",8.133067814469461
482,00000038.txt,"and you know clara is
bangor, to the soles of her shoes.  ",['bangor'],"['soles', 'shoes']",[],8.495627192475762
483,00000038.txt,"it's in a different style from the conversation of mr.
verdier--not so complimentary, but more intellectual.  ","['different', 'verdier', 'complimentary', 'intellectual']","['style', 'conversation']",[{'style': ['different']}],7.598130913433971
484,00000038.txt,"i said this the other day to madame do maisonrouge--that miss vane
dressed in the costume of the past.  ",['other'],"['day', 'madame', 'maisonrouge', 'vane', 'costume', 'past']",[{'day': ['other']}],8.460901831474752
485,00000038.txt,"he is splendidly
educated, in the german style, and he told me the other day that he
was an ""intellectual broom.""  ","['german', 'other', 'intellectual']","['style', 'day', 'broom']","[{'style': ['german'], 'day': ['other'], 'broom': ['intellectual']}, {'style': ['german'], 'day': ['other'], 'broom': ['intellectual']}, {'style': ['german'], 'day': ['other'], 'broom': ['intellectual']}]",7.178436147088632
486,00000039.txt,"i closed my eyes and listened;
i could almost hear the rustle of her dress on the gravel.  ",[],"['eyes', 'rustle', 'dress', 'gravel']",[],5.804480507957723
487,00000039.txt,"she is thin and
very fair, and was dressed in light, vaporous black that completes the
resemblance.  ","['thin', 'fair', 'light']","['vaporous', 'black', 'resemblance']",[{'black': ['light']}],7.904015128674942
488,00000039.txt,"""she
declares she doesn't care a pin's head what you think.""

""i recognise the countess's style!""",[],"['pin', 'head', 'countess', 'style']",[],7.7226766216051965
489,00000039.txt,"i believe you are in
my shoes.  ",[],['shoes'],[],8.553961643856617
490,00000039.txt,she was dressed in white; she was deucedly pretty.  ,"['white', 'pretty']",[],[],7.020985342293128
491,00000048.txt,"the old gentleman was
not prepossessing in appearance, and seemed to be avoided by his
well-dressed fellow-passengers.",['old'],"['gentleman', 'appearance', 'fellow', 'passengers']","[{'gentleman': ['old'], 'passengers': ['dressed']}, {'gentleman': ['old'], 'passengers': ['dressed']}]",6.470290702854983
492,00000048.txt,"he wore a wretched-looking coat, and upon
his head a dingy, faded hat of foreign manufacture.","['wretched', 'dingy', 'faded', 'foreign']","['coat', 'head', 'hat', 'manufacture']","[{'coat': ['looking'], 'hat': ['dingy', 'faded'], 'manufacture': ['foreign']}, {'coat': ['looking'], 'hat': ['dingy', 'faded'], 'manufacture': ['foreign']}, {'coat': ['looking'], 'hat': ['dingy', 'faded'], 'manufacture': ['foreign']}]",7.2846182357313305
493,00000048.txt,"his shoes showed
frequent patches, and looked very much as though their owner had
performed the duties of an amateur cobbler.

","['frequent', 'amateur']","['shoes', 'patches', 'owner', 'duties', 'cobbler']","[{'patches': ['frequent'], 'cobbler': ['amateur']}, {'patches': ['frequent'], 'cobbler': ['amateur']}]",6.391017707696883
494,00000048.txt,"the young man who accompanied him, and who was dressed in clothing of
good quality and style, was discovered to be his servant, and the old
gentlemen, in a few words, completed a bargain in which thousands of
dollars were involved.

","['young', 'good', 'old', 'few']","['man', 'clothing', 'quality', 'style', 'servant', 'gentlemen', 'words', 'bargain', 'thousands', 'dollars']","[{'man': ['young'], 'quality': ['good'], 'gentlemen': ['old'], 'words': ['few']}, {'man': ['young'], 'quality': ['good'], 'gentlemen': ['old'], 'words': ['few']}, {'man': ['young'], 'quality': ['good'], 'gentlemen': ['old'], 'words': ['few']}, {'man': ['young'], 'quality': ['good'], 'gentlemen': ['old'], 'words': ['few']}]",5.70835562077218
495,00000048.txt,"the blue eyes of the worthy squire opened in amazement as the
supposed beggar, drawing forth a well-filled but much-worn leather
wallet, and taking from one of its dingy compartments the amount of
the purchase-money agreed upon, afforded the astonished magistrate a
glimpse of additional wealth of which the amount paid seemed but a
small fraction.

","['blue', 'worthy', 'dingy', 'astonished', 'additional', 'small']","['eyes', 'squire', 'amazement', 'beggar', 'leather', 'wallet', 'compartments', 'amount', 'purchase', 'money', 'magistrate', 'glimpse', 'wealth', 'amount', 'fraction']","[{'eyes': ['blue'], 'squire': ['worthy'], 'beggar': ['supposed'], 'wallet': ['filled', 'worn'], 'compartments': ['dingy'], 'magistrate': ['astonished'], 'wealth': ['additional'], 'fraction': ['small']}, {'eyes': ['blue'], 'squire': ['worthy'], 'beggar': ['supposed'], 'wallet': ['filled', 'worn'], 'compartments': ['dingy'], 'magistrate': ['astonished'], 'wealth': ['additional'], 'fraction': ['small']}, {'eyes': ['blue'], 'squire': ['worthy'], 'beggar': ['supposed'], 'wallet': ['filled', 'worn'], 'compartments': ['dingy'], 'magistrate': ['astonished'], 'wealth': ['additional'], 'fraction': ['small']}, {'eyes': ['blue'], 'squire': ['worthy'], 'beggar': ['supposed'], 'wallet': ['filled', 'worn'], 'compartments': ['dingy'], 'magistrate': ['astonished'], 'wealth': ['additional'], 'fraction': ['small']}, {'eyes': ['blue'], 'squire': ['worthy'], 'beggar': ['supposed'], 'wallet': ['filled', 'worn'], 'compartments': ['dingy'], 'magistrate': ['astonished'], 'wealth': ['additional'], 'fraction': ['small']}, {'eyes': ['blue'], 'squire': ['worthy'], 'beggar': ['supposed'], 'wallet': ['filled', 'worn'], 'compartments': ['dingy'], 'magistrate': ['astonished'], 'wealth': ['additional'], 'fraction': ['small']}, {'eyes': ['blue'], 'squire': ['worthy'], 'beggar': ['supposed'], 'wallet': ['filled', 'worn'], 'compartments': ['dingy'], 'magistrate': ['astonished'], 'wealth': ['additional'], 'fraction': ['small']}, {'eyes': ['blue'], 'squire': ['worthy'], 'beggar': ['supposed'], 'wallet': ['filled', 'worn'], 'compartments': ['dingy'], 'magistrate': ['astonished'], 'wealth': ['additional'], 'fraction': ['small']}]",6.318031710323725
